measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091709.csv	p102	0.50731	64.194	33.9849	879	129
BD18_1510091709.csv	p105	0.64289	26.816	317.056	1112	54
BD18_1510091709.csv	p108	0.50731	13.462	56.4595	879	27
BD18_1510091709.csv	p112	0.50731	79.076	34.0196	879	159
BD18_1510091709.csv	p113	0.50731	0	63.3941	879	0
BD18_1510091709.csv	p123	0.51255	0	79.4368	888	0
BD18_1510091709.csv	p125	0.51255	15.397	84.6092	888	31
BD18_1510091709.csv	p126	0.60681	144.253	50.6089	1050	290
BD18_1510091709.csv	p127	1.13978	95.082	70.1461	1966	191
BD18_1510091709.csv	p128	0.64289	32.853	384.367	1112	66
BD18_1510091709.csv	p129	0.51255	21.403	78.032	888	43
BD18_1510091709.csv	p130	0.95068	93.491	51.8257	1641	188
BD18_1510091709.csv	p131	0.51721	6.427	38.55	896	13
BD18_1510091709.csv	p136	0.51721	0	44.2411	896	0
BD18_1510091709.csv	p138	0.60623	109.98	109.553	1049	221
BD18_1510091709.csv	p139	0.51721	15.397	48.3616	896	31
BD18_1510091709.csv	p140	0.51721	53.242	46.7761	896	107
BD18_1510091709.csv	p141	0.44797	51.292	50.0228	777	103
BD18_1510091709.csv	p143	0.51721	21.403	45.3345	896	43
BD18_1510091709.csv	p144	0.51721	64.724	44.7981	896	130
BD18_1510091709.csv	p145	0.44797	64.194	48.5196	777	129
BD18_1510091709.csv	p152	0.51721	79.076	43.6349	896	159
BD18_1510091709.csv	p155	0.48811	15.397	1036.57	846	31
BD18_1510091709.csv	p158	0.48811	0	1053.43	846	0
BD18_1510091709.csv	p161	0.48811	3.962	865.44	846	8
BD18_1510091709.csv	p163	0.94661	93.054	50.3867	1634	187
BD18_1510091709.csv	p164	0.48811	24.928	905.876	846	50
BD18_1510091709.csv	p168	0.48055	64.194	575.57	833	129
BD18_1510091709.csv	p169	0.4852	64.724	863.957	841	130
BD18_1510091709.csv	p172	0.48055	79.076	581.343	833	159
BD18_1510091709.csv	p173	0.48811	51.729	1006.49	846	104
BD18_1510091709.csv	p176	0.48811	64.724	989.519	846	130
BD18_1510091709.csv	p177	0.48811	79.076	997.478	846	159
BD18_1510091709.csv	p178	0.88784	117.421	47.8789	1533	236
BD18_1510091709.csv	p179	1.01411	94.021	40.7986	1750	189
BD18_1510091709.csv	p181	1.05018	94.551	31.0278	1812	190
BD18_1510091709.csv	p182	0.96523	94.551	51.7215	1666	190
BD18_1510091709.csv	p183	1.03622	94.551	34.4149	1788	190
BD18_1510091709.csv	p184	0.9984	94.551	46.5092	1723	190
BD18_1510091709.csv	p185	0.94196	93.054	50.8247	1626	187
BD18_1510091709.csv	p187	1.01178	94.551	41.847	1746	190
BD18_1510091709.csv	p188	1.04378	96.049	31.9443	1801	193
BD18_1510091709.csv	p190	0.92392	104.941	106.363	1595	211
BD18_1510091709.csv	p193	0.98792	97.531	48.1506	1705	196
BD18_1510091709.csv	p195	1.02167	95.082	39.7885	1763	191
BD18_1510091709.csv	p199	0.97512	94.021	54.7641	1683	189
BD18_1510091709.csv	p201	1.02691	94.551	38.2081	1772	190
