measurement_name	peak_name	t	r	signal	index_t	index_r
BD18_1510091709.csv	p118	1.00421	96.564	42.8991	1733	194
BD18_1510091709.csv	p123	0.60681	90.09	105.571	1050	181
BD18_1510091709.csv	p124	0.92392	104.941	106.363	1595	211
BD18_1510091709.csv	p129	0.48811	15.397	1036.57	846	31
BD18_1510091709.csv	p132	0.45204	4.399	202.293	784	9
BD18_1510091709.csv	p136	0.48811	0	1053.43	846	0
BD18_1510091709.csv	p139	0.48811	3.962	865.44	846	8
BD18_1510091709.csv	p142	0.97919	94.551	52.8339	1690	190
BD18_1510091709.csv	p143	0.48811	24.928	905.876	846	50
BD18_1510091709.csv	p144	1.13978	95.082	70.1461	1966	191
BD18_1510091709.csv	p146	0.51721	148.746	39.9996	896	299
BD18_1510091709.csv	p149	0.44797	51.292	50.0228	777	103
BD18_1510091709.csv	p153	0.47299	0	38.7706	820	0
BD18_1510091709.csv	p154	0.44797	64.194	48.5196	777	129
BD18_1510091709.csv	p157	0.50731	51.292	35.4499	879	103
BD18_1510091709.csv	p159	0.64289	26.816	317.056	1112	54
BD18_1510091709.csv	p160	0.50731	64.194	33.9849	879	129
BD18_1510091709.csv	p164	0.50731	79.076	34.0196	879	159
BD18_1510091709.csv	p167	0.4852	53.242	873.516	841	107
BD18_1510091709.csv	p169	0.60681	144.253	50.6089	1050	290
BD18_1510091709.csv	p171	0.93672	97.016	45.5794	1617	195
BD18_1510091709.csv	p173	0.60623	109.98	109.553	1049	221
BD18_1510091709.csv	p175	0.64289	32.853	384.367	1112	66
BD18_1510091709.csv	p180	0.51721	53.242	46.7761	896	107
BD18_1510091709.csv	p181	0.51721	64.724	44.7981	896	130
BD18_1510091709.csv	p183	0.51721	79.076	43.6349	896	159
BD18_1510091709.csv	p185	0.98385	101.088	50.1913	1698	203
BD18_1510091709.csv	p188	0.94661	93.054	50.3867	1634	187
BD18_1510091709.csv	p192	0.99258	101.088	46.4968	1713	203
BD18_1510091709.csv	p194	0.48811	51.729	1006.49	846	104
BD18_1510091709.csv	p195	0.48811	64.724	989.519	846	130
BD18_1510091709.csv	p196	0.48811	79.076	997.478	846	159
BD18_1510091709.csv	p198	1.01643	94.021	40.5009	1754	189
BD18_1510091709.csv	p199	1.05018	94.551	31.0278	1812	190
BD18_1510091709.csv	p200	0.96523	94.551	51.7215	1666	190
BD18_1510091709.csv	p201	1.03622	94.551	34.4149	1788	190
BD18_1510091709.csv	p202	0.9984	94.551	46.5092	1723	190
BD18_1510091709.csv	p203	0.94196	93.054	50.8247	1626	187
